time_s,sensor_v,clean_reference_v
0.179,-0.5004969745476343,-0.3300122459482061
0.18,-0.25318231466933055,-0.3013626167335758
0.181,-0.13098220761382234,-0.2732084569947141
0.182,-0.037790194451520355,-0.24561320145901433
0.183,0.23965546931092657,-0.21863502542172475
0.184,0.23449115152551075,-0.19232661151471747
0.185,0.29863840872663644,-0.16673494964589988
0.186,0.3020552514265676,-0.14190117114805673
0.187,0.23149341084261102,-0.11786041797970709
0.188,0.1407586686391335,-0.09464174761962446
0.189,0.15165657277913278,-0.07226807409223143
0.19,-0.010627910569510908,-0.05075614535422038
0.191,-0.13629671648910946,-0.030116557064728905
0.192,-0.2518055984161969,-0.010353802553310643
0.193,-0.395656701676244,0.008533641406949566
0.194,-0.35032103104479734,0.026553193618410992
0.195,-0.44000729325225185,0.04371801306821815
0.196,-0.356597150284061,0.06004681012273154
0.197,-0.3540696181948978,0.07556362549240965
0.198,-0.2558401392211941,0.09029757833631925
0.199,-0.02204341431121443,0.1042825850513861
0.2,0.0851930797707003,0.11755705045849453
0.201,0.18965447787160034,0.13016353325476215
0.202,0.42827613139724474,0.1421483877477484
0.203,0.6024222623330104,0.15356138402225178
0.204,0.648013151488905,0.16445530881288484
0.205,0.6145928340545287,0.17488554946515564
0.206,0.6132389080643327,0.184909663463635
0.207,0.5941528338275609,0.19458693608747685
0.208,0.513366413145561,0.20397792882055088
0.209,0.33846023991112784,0.21314402119542913
0.21,0.22351405741607971,0.22214694878709718
0.211,0.10401528489520546,0.23104834009335154
0.212,-0.0024390556761841216,0.23990925504427718
0.213,-0.12059097727625419,0.24878972787292075
0.214,-0.17503052508216635,0.2577483170534017
0.215,-0.12796504183853025,0.26684166497129425
0.216,-0.10347053430058577,0.27612406993451827
0.217,-0.05931415146990708,0.28564707306137593
0.218,0.09972006176565158,0.295459062496347
0.219,0.15108941934634126,0.30560489730412316
0.22,0.38104449122399797,0.31612555327882075
0.221,0.48781605798909505,0.3270577927789441
0.222,0.733778268980421,0.3384338605602215
0.223,0.6666395778260951,0.35028120742866903
0.224,0.7630238656201844,0.3626222433760593
0.225,0.8422260348182292,0.3754741216902072
0.226,0.832713349806173,0.38884855535419427
0.227,0.8448148736985205,0.4027516668627941
0.228,0.654952248591627,0.417183872391997
0.229,0.6073941892762681,0.43213980105978905
0.23,0.49410677000157976,0.44760824981430347
0.231,0.35270044010041485,0.4635721742803194
0.232,0.17706549847938877,0.48000871568797343
0.233,0.18914196854112167,0.4968892637996798
0.234,0.13537712046356581,0.5141795555437685
0.235,0.10582318964910525,0.5318398088574902
0.236,0.13002336619444788,0.5498248910389102
0.237,0.21307119364106855,0.5680845207080222
0.238,0.3189107070620867,0.586563502283277
0.239,0.4917757495931223,0.605201991691745
0.24,0.625181185968183,0.6239357918503852
0.241,0.7478133247380343,0.6426966762834141
0.242,0.8839724368160625,0.6614127390775532
0.243,1.0139849665464808,0.6800087692238457
0.244,1.135267369287562,0.6984066472527641
0.245,1.165447528481766,0.7165257619391742
0.246,1.1708726288005453,0.7342834447361754
0.247,1.1356855923031597,0.7515954194925876
0.248,1.0077867914134044,0.7683762649184656
0.249,0.9822239413895396,0.7845398871869989
0.25,0.7892915669181008,0.7999999999999999
0.251,0.6582758825381838,0.8146706093981715
0.252,0.5832585865284526,0.8284665005667688
0.253,0.4037856683086093,0.8413037238723401
0.254,0.39350326704525207,0.853100077366989
0.255,0.4530184949607192,0.8637755830130459
0.256,0.37578064441783343,0.8732529539131374
0.257,0.5621033702867493,0.8814580498781498
0.258,0.6842624178510089,0.8883203187282563
0.259,0.7399373598180192,0.8937732207996946
0.26,0.9094271449189147,0.8977546342218605
0.261,1.0840283694977855,0.9002072386350155
0.262,1.1469106711477999,0.9010788751379252
0.263,1.299091548676123,0.900322880386347
0.264,1.2990278734343144,0.8978983929067207
0.265,1.324666538110571,0.893770629843898
0.266,1.2839131062862332,0.8879111325264131
0.267,1.258061514843148,0.8802979794066301
0.268,1.1817380907494843,0.8709159651152508
0.269,0.9914498747430172,0.8597567445589798
0.27,0.7959689747891131,0.8468189411856125
0.271,0.6497422983811129,0.8321082187413158
0.272,0.5669179293724702,0.8156373160492655
0.273,0.5071330536129819,0.7974260445459408
0.274,0.3652748161598204,0.7775012485200636
0.275,0.29042086618221835,0.7558967282082685
0.276,0.335325052451035,0.7326531261098422
0.277,0.33418018419697937,0.7078177770891741
0.278,0.40180975081150394,0.6814445230376824
0.279,0.47619748136928475,0.6535934930658178
0.28,0.6806688041589957,0.6243308503891365
0.281,0.6312178380281898,0.5937285072592846
0.282,0.8582815410128268,0.5618638094700483
0.283,0.8743270420960408,0.5288191921392192
0.284,0.9062436117029806,0.49468180862822747
0.285,0.9772357408566943,0.4595431346119817
0.286,0.8229087380955346,0.4234985494507165
0.287,0.7235017784503212,0.3866468971427298
0.288,0.6083776232260419,0.34909002925120897
0.289,0.4665438752003318,0.31093233229911516
0.29,0.254606010921105,0.2722802422128198
0.291,0.031229743777181573,0.233241748467338
0.292,-0.10520540012366225,0.19392589064321739
0.293,-0.15836204306315074,0.15444225014699248
0.294,-0.31008392089387204,0.11490043987352558
0.295,-0.35654691405263195,0.07540959459921517
0.296,-0.4023544157297378,0.036077864890003294
0.297,-0.39342563802828523,-0.002988082712627557
0.298,-0.239084142037443,-0.041683556500846486
0.299,-0.22649164048052467,-0.07990631872975582
0.3,-0.13529184563957775,-0.11755705045849421
0.301,0.028363542546545294,-0.15453979957639077
0.302,0.04484653959369531,-0.19076240958321952
0.303,0.11413162691573364,-0.22613692680203143
0.304,0.16780531586787686,-0.26057998382561764
0.305,0.1559976470309408,-0.2940131571325864
0.306,0.11199658929337852,-0.3263632969555692
0.307,0.0901615834031279,-0.35756282764141756
0.308,-0.10959672352474997,-0.38755001691045654
0.309,-0.3723337236393459,-0.416269212598038
0.31,-0.43061908790843606,-0.44367104564569537
0.311,-0.6072550459893744,-0.4697125983002343
0.312,-0.7571228992334129,-0.4943575366758597
0.313,-0.8717959621288207,-0.5175762070359418
0.314,-0.9684682591958701,-0.539345695356059
0.315,-1.011754333659591,-0.5596498499373755
0.316,-0.9819329309900144,-0.5784792670480273
0.317,-0.981572119135375,-0.59583123977887
0.318,-0.9141204874645583,-0.6117096705073808
0.319,-0.6442313369325221,-0.6261249475686952
0.32,-0.6677280846856323,-0.6390937869343811
0.321,-0.5075756759294276,-0.6506390398965561
0.322,-0.4561125144495742,-0.6607894679461722
0.323,-0.30086310214790696,-0.6695794862186906
0.324,-0.2864024667515941,-0.6770488770568402
0.325,-0.2509413931217335,-0.6832424754077331
0.326,-0.21843180896572517,-0.6882098279293883
0.327,-0.3090667976248182,-0.6920048278286652
0.328,-0.4074455830734701,-0.6946853275880721
0.329,-0.6281032779289469,-0.6963127318619937
0.33,-0.6234757661397681,-0.6969515729329288
0.331,-0.8834019711211064,-0.6966690712147046
0.332,-0.8988956143317147,-0.6955346833718552
0.333,-1.016815533521291,-0.6936196406918227
0.334,-1.0958786030605703,-0.6909964803991374
0.335,-1.1719379638741685,-0.6877385726378333
0.336,-1.105831484409971,-0.6839196458699343
0.337,-1.0625078173382376,-0.67961331344372
0.338,-0.9382343847470936,-0.6748926040756973
0.339,-0.8188820367968715,-0.6698294989647233
0.34,-0.7460388984786748,-0.6644944782157798
0.341,-0.47502706568658865,-0.6589560791947006
0.342,-0.39202139209434317,-0.653280469363984
0.343,-0.30286540457550876,-0.6475310360641477
0.344,-0.2362056525857423,-0.6417679956053701
0.345,-0.17170964086628177,-0.6360480239209525
0.346,-0.23819873210710543,-0.6304239109081458
0.347,-0.35109361531396555,-0.6249442404437336
0.348,-0.3388645422524166,-0.6196530979123647
0.349,-0.45476803953869055,-0.6145898069256939
0.35,-0.6177739697280711,-0.6097886967409694
0.351,-0.7902526641859747,-0.6052789017096506
0.352,-0.8620301357970839,-0.6010841939010438
0.353,-1.0198617920550987,-0.5972228498538297
0.354,-1.0627722084111448,-0.5937075522108193
0.355,-1.0705732442506226,-0.590545326790456
0.356,-0.9819553849407793,-0.5877375154436209
0.357,-0.963841870323565,-0.5852797848373594
0.358,-0.8655801911021037,-0.5831621710994296
0.359,-0.6422391069025113,-0.5813691600502322
0.36,-0.5657813026553725,-0.579879802542919
0.361,-0.42605043634175693,-0.5786678642294751
0.362,-0.3279866751481772,-0.5777020088714389
0.363,-0.2367432333566059,-0.5769460141198614
0.364,-0.23583984376904743,-0.5763590185011809
0.365,-0.08714617688801472,-0.5758957981649571
0.366,-0.12959925121387583,-0.5755070717769513
0.367,-0.2182488240376118,-0.5751398317778033
0.368,-0.31572340461629556,-0.5747377000744599
0.369,-0.40573788813029305,-0.5742413060894628
0.37,-0.6357770878862158,-0.5735886849630221
0.371,-0.7353685943160244,-0.5727156935851456
0.372,-0.8815119200780703,-0.5715564420307553
0.373,-0.863241014049474,-0.5700437378802163
0.374,-0.9610587518902313,-0.5681095408315433
0.375,-1.1037931305946531,-0.5656854249492386
0.376,-1.0512289432469557,-0.5627030458485369
0.377,-0.9284460844860996,-0.5590946100830729
0.378,-0.8381943160033383,-0.554793343988828
0.379,-0.7417668950295896,-0.549733959237788
0.38,-0.4660626228648938,-0.5438531123709145
0.381,-0.38553061158386004,-0.5370898556118914
0.382,-0.24589005986421095,-0.5293860763103497
0.383,-0.18430987292620932,-0.5206869224256492
0.384,-0.05407481331957125,-0.5109412115395118
0.385,-0.06531913141665512,-0.5001018209773747
0.386,-0.07148435133917347,-0.4881260567236928
0.387,-0.08647827307341159,-0.4749759989351482
0.388,-0.26127536105770477,-0.46061882198690485
0.389,-0.24208832526737456,-0.4450270871301385
0.39,-0.42088343740420986,-0.4281790059931622
0.391,-0.49787855244021884,-0.4100586733227062
0.392,-0.6981764213317287,-0.39065626753535976
0.393,-0.7709524702607292,-0.3699682178308722
0.394,-0.8224487780047228,-0.34799733680790945
0.395,-0.7647410108112451,-0.32475291771783876
0.396,-0.7255868959482955,-0.3002507956922065
0.397,-0.6571474927214185,-0.274513372483446
0.398,-0.5526357357120464,-0.2475696044650244
0.399,-0.4091764521033945,-0.21945495384543767
0.4,-0.19215065927785324,-0.19021130325903118
0.401,-0.03945265781920092,-0.159886834104388
0.402,0.10854321463048576,-0.12853586920680132
0.403,0.3297225463300761,-0.09621868058391853
0.404,0.36168114191311723,-0.06300126329199279
0.405,0.4718466408341042,-0.0289550765229728
0.406,0.4124885917165094,0.005843246690998893
0.407,0.4151609184510565,0.04131221963038206
0.408,0.33965017307432727,0.07736585019296077
0.409,0.18506677057253007,0.11391401548452723
0.41,0.20799639293017774,0.15086286067961419
0.411,0.04365142824755213,0.18811521999757524
0.412,-0.009075577233452536,0.22557105751283751
0.413,-0.13101087096283137,0.26312792540435836
0.414,-0.13388777044683317,0.3006814371491753
0.415,-0.14654834131815941,0.3381257530787748
0.416,-0.0031814173768672377,0.3753540756454169
0.417,0.06065787811825881,0.41225915168896277
0.418,0.19891255648906025,0.4487337789534382
0.419,0.399941032492226,0.48467131407675923
0.42,0.5662198311429105,0.5199661792669487
0.421,0.7241857137979952,0.554514364883822
0.422,0.795848194816508,0.5882139251663916
0.423,0.9571959470712751,0.620965464383218
0.424,1.0404925176275748,0.6526726107352087
0.425,1.162343823152763,0.6832424754077311
0.426,1.1473876042538402,0.7125860942510169
0.427,1.04905599978764,0.7406188496641376
0.428,1.02421446537902,0.7672608703678515
0.429,0.8717305609147008,0.7924374068747272
0.43,0.8139529210775743,0.8160791806003608
0.431,0.6328501570784226,0.8381227047066394
0.432,0.6151603111295687,0.8585105749257952
0.433,0.5282525863543612,0.8771917287817275
0.434,0.5424641792028014,0.8941216718017451
0.435,0.49317760107632524,0.9092626694964315
0.436,0.47769190151109836,0.9225839040768173
0.437,0.6027267513375532,0.9340615950753028
0.438,0.6232691644693008,0.943679083238719
0.439,0.7738703256514091,0.951426877267382
0.44,0.970628364464869,0.9573026631818606
0.441,1.0140389372670167,0.9613112763082091
0.442,1.2264815682157397,0.9634646360814776
0.443,1.287028759859171,0.9637816440751816
0.444,1.394315760408894,0.962288045869942
0.445,1.3659068032546227,0.9590162575765132
0.446,1.398950515856786,0.9540051580257581
0.447,1.3121305922451052,0.947299847829685
0.448,1.259469376909255,0.938951376702387
0.449,1.0683434694392615,0.9290164406064747
0.45,0.8868113382600371,0.9175570504584949
0.451,0.7557070925830205,0.9046401742848442
0.452,0.5720645354546329,0.8903373548669157
0.453,0.5269121477693914,0.8747243050499047
0.454,0.4534990605328149,0.8578804830130239
0.455,0.48865649137679446,0.8398886499090817
0.456,0.3679855404210123,0.8208344123780064
0.457,0.42603632210550607,0.8008057525212408
0.458,0.4923588434824361,0.7798925479915731
0.459,0.6276129854821234,0.7581860849056009
0.46,0.7510461877024536,0.7357785663232619
0.461,0.8496852727520872,0.7127626190604999
0.462,0.9971872018136774,0.6892308016071361
0.463,1.004653583230818,0.6652751159122811
0.464,1.1084089200226062,0.6409865257741593
0.465,1.0879943986759946,0.6164544845303512
0.466,1.0192607102250981,0.5917664746882366
0.467,0.9184677439026712,0.5670075620642343
0.468,0.9038300407956291,0.542259966914762
0.469,0.6239799558811177,0.5176026544420698
0.47,0.5050282740235351,0.49311094694480073
0.471,0.29978974947870757,0.468856159757116
0.472,0.2518267293951486,0.444905262981902
0.473,0.09273597655735855,0.4213205708741157
0.474,-0.056949966916224316,0.3981594605702383
0.475,-0.05402207857254243,0.37547412169020844
0.476,-0.06435626532174141,0.35331133816001725
0.477,-0.05301033453036606,0.33171230341734903
0.478,0.07653567512782929,0.31071246997031865
0.479,0.1668560022570711,0.2903414340816182
0.48,0.27925080470376,0.2706228561483246
0.481,0.38895527616139997,0.2515744171423746
0.482,0.5149533545051572,0.23320781126955914
0.483,0.5887619287252435,0.2155287747968227
0.484,0.6288763164438704,0.1985371507900504
0.485,0.6065863526589319,0.18222698929843442
0.486,0.6623127642814723,0.1665866823181542
0.487,0.47363998240344934,0.15159913266866282
0.488,0.4188507680072182,0.1372419557204185
0.489,0.24973573050126954,0.12348771272459869
0.49,0.18068606509218677,0.11030417431422004
0.491,-0.07754233638443607,0.09765461257324362
0.492,-0.20841577409548803,0.08549811990653337
0.493,-0.32906041720911805,0.07378995279008205
0.494,-0.35255493195639953,0.06248189833839385
0.495,-0.45339936488749527,0.05152266149525041
0.496,-0.40625830158709497,0.04085827053603557
0.497,-0.41971978191796017,0.030432498464934968
0.498,-0.23469921156719054,0.02018729779929965
0.499,-0.14900299566205544,0.010063246156915666
0.5,-0.05952226975727348,1.9594348786357652e-16
0.501,0.17241877743076853,-0.01006324615691527
0.502,0.19200938979691773,-0.020187297799299255
0.503,0.3655028966049183,-0.030432498464934565
0.504,0.35907552883727295,-0.04085827053603516
0.505,0.46254019362056703,-0.05152266149525002
0.506,0.3954755555514699,-0.06248189833839342
0.507,0.24994577984368388,-0.07378995279008158
0.508,0.14232194153666228,-0.08549811990653289
0.509,0.06562404310445445,-0.09765461257324315
0.51,-0.12079929954262314,-0.11030417431422088
0.511,-0.2693190604741818,-0.12348771272459821
0.512,-0.350855764781146,-0.1372419557204193
0.513,-0.5456043350721882,-0.15159913266866099
0.514,-0.5909103637639542,-0.16658668231815366
0.515,-0.5940418775523404,-0.18222698929843253
0.516,-0.5941478835874447,-0.19853715079004974
0.517,-0.5859709289663696,-0.21552877479682073
0.518,-0.5092674100352761,-0.23320781126955847
0.519,-0.46018468311192995,-0.25157441714237505
0.52,-0.3128726558549281,-0.2706228561483238
0.521,-0.1385494175499049,-0.2903414340816186
0.522,-0.05172439399638914,-0.31071246997031676
0.523,0.035342427194026846,-0.33171230341734825
0.524,0.11623423855816827,-0.35331133816001536
0.525,0.02703295394730148,-0.37547412169020755
0.526,0.020368759673272112,-0.39815946057023843
0.527,-0.04971448486894142,-0.4213205708741149
0.528,-0.20856829695327764,-0.4449052629819019
0.529,-0.272539427731296,-0.468856159757115
0.53,-0.45676747488027336,-0.4931109469448006
0.531,-0.6450549688272498,-0.5176026544420681
0.532,-0.7349940592732314,-0.5422599669147617
0.533,-0.9910210207173699,-0.5670075620642334
0.534,-1.0200509582652846,-0.5917664746882376
0.535,-1.0518010057729892,-0.6164544845303517
0.536,-1.105544159978734,-0.6409865257741588
0.537,-1.0173041817082937,-0.6652751159122826
0.538,-0.9979974648902596,-0.6892308016071357
0.539,-0.8241979737982561,-0.7127626190604994
0.54,-0.6934651755980995,-0.7357785663232624
0.541,-0.60823510139174,-0.7581860849056004
0.542,-0.5895010970625506,-0.7798925479915724
0.543,-0.47541984589915515,-0.8008057525212416
0.544,-0.37027057991665757,-0.8208344123780061
0.545,-0.38904070416858666,-0.8398886499090813
0.546,-0.5376651553879089,-0.857880483013025
0.547,-0.4609534422264515,-0.8747243050499042
0.548,-0.6203677310851491,-0.8903373548669151
0.549,-0.7983455133761274,-0.9046401742848449
0.55,-0.8777588265558297,-0.9175570504584944
0.551,-1.095175688591485,-0.9290164406064743
0.552,-1.2309928249381719,-0.9389513767023876
0.553,-1.2970233892578555,-0.9472998478296845
0.554,-1.3107390519888866,-0.9540051580257577
0.555,-1.344072770457598,-0.9590162575765134
0.556,-1.3758750182465944,-0.9622880458699415
0.557,-1.309343865189887,-0.9637816440751813
0.558,-1.1963080423296915,-0.9634646360814781
0.559,-1.150648270791707,-0.961311276308209
0.56,-0.931536729695772,-0.9573026631818609
0.561,-0.8417321685243928,-0.951426877267382
0.562,-0.666436597035233,-0.9436790832387183
0.563,-0.5791026527108751,-0.9340615950753038
0.564,-0.47456013865943414,-0.9225839040768179
0.565,-0.45453853089617513,-0.9092626694964335
0.566,-0.5890674503017762,-0.8941216718017467
0.567,-0.5059784128447937,-0.8771917287817297
0.568,-0.568321093302206,-0.8585105749257972
0.569,-0.6812279233043743,-0.838122704706641
0.57,-0.8201826184486979,-0.8160791806003626
0.571,-0.8658085866662384,-0.792437406874729
0.572,-1.0193093087345955,-0.7672608703678543
0.573,-1.0871695651251336,-0.7406188496641386
0.574,-1.098781850821816,-0.7125860942510209
0.575,-1.1187387554198707,-0.6832424754077345
0.576,-1.116568753204601,-0.6526726107352127
0.577,-1.082556608403138,-0.6209654643832216
0.578,-0.871802124778731,-0.5882139251663934
0.579,-0.6631341913173135,-0.554514364883825
0.58,-0.5340900325236636,-0.5199661792669513
0.581,-0.31356653171677223,-0.48467131407676245
0.582,-0.1782812883850268,-0.4487337789534416
0.583,0.003321138590243279,-0.4122591516889681
0.584,0.040812688402569366,-0.37535407564542034
0.585,0.13057883998392802,-0.3381257530787795
0.586,0.14752939776505652,-0.30068143714917944
0.587,0.16099379696961408,-0.26312792540436053
0.588,-0.029333186234593994,-0.225571057512841
0.589,-0.06739390351097865,-0.18811521999757796
0.59,-0.11692221646407255,-0.15086286067961757
0.591,-0.1911358037621133,-0.11391401548453066
0.592,-0.3322663532188931,-0.07736585019296605
0.593,-0.41707803367596596,-0.041312219630385366
0.594,-0.4035339442768419,-0.005843246691001114
0.595,-0.3862968164677617,0.028955076522970996
0.596,-0.37936063618751853,0.0630012632919929
0.597,-0.2546266743977106,0.09621868058391723
0.598,-0.08874640382833182,0.12853586920680116
0.599,0.09644754636663462,0.1598868341043868
0.6,0.21991550162844478,0.19021130325903002
0.601,0.3602781571807827,0.21945495384543498
0.602,0.5099099609551133,0.2475696044650233
0.603,0.6608668822399142,0.2745133724834435
0.604,0.7235993143258446,0.3002507956922055
0.605,0.7823385376787347,0.3247529177178392
0.606,0.7336577185594942,0.34799733680790856
0.607,0.7859081531592442,0.36996821783087286
0.608,0.609552241981026,0.39065626753535754
0.609,0.5318318503733077,0.4100586733227055
0.61,0.4320827364272348,0.4281790059931605
0.611,0.38560891485696414,0.44502708713013794
0.612,0.17920813906119706,0.4606188219869029
