time_s,accelerometer_g
0.36,0.2778053503292004
0.362,0.14653322348025988
0.364,0.07388653651660906
0.366,0.21896169656692663
0.368,0.20552102441396497
0.37,0.3036271171766775
0.372,0.16158669326812278
0.374,0.009748096258607841
0.376,-0.0017446618526925084
0.378,0.2790684050223611
0.38,0.3189659644606939
0.382,0.15769651937924975
0.384,0.10157718892757892
0.386,0.22689960654499852
0.388,0.04571030960500208
0.39,0.10982338139341391
0.392,0.2537087111611249
0.394,0.14710573190667214
0.396,0.14397752948892487
0.398,0.13310930528026793
0.4,0.2172172671629461
0.402,0.34746653895398805
0.404,0.24579474481806352
0.406,0.25888757030371884
0.408,0.024091557540631525
0.41,0.21048596910074663
0.412,0.20055670842561119
0.414,0.2022882116567189
0.416,0.21566896373022823
0.418,0.2285202243424377
0.42,0.3293206147838679
0.422,0.19435521981122122
0.424,0.3529286383443005
0.426,0.32270862170759385
0.428,0.3070471520408377
0.43,0.39060104969697984
0.432,0.37368381524736183
0.434,0.4886760870045258
0.436,0.4027172861280345
0.438,0.346111849965516
0.44,0.3475324040362252
0.442,0.3744873528305187
0.444,0.402896291517642
0.446,0.3459655484324256
0.448,0.44727853645782056
0.45,0.42276676359858595
0.452,0.5690347905809373
0.454,0.521092705780464
0.456,0.33996705988574044
0.458,0.40964245886637624
0.46,0.29337062462908337
0.462,0.3125209589795829
0.464,0.3550074642324141
0.466,0.4405838866728945
0.468,0.3156022010432034
0.47,0.31853739785832624
0.472,0.15094690791992674
0.474,0.25447588119694287
0.476,0.16475181155940982
0.478,0.22720531729733234
0.48,0.2123139782544049
0.482,0.24305807206138172
0.484,0.04567969437146194
0.486,0.02064574394639415
0.488,0.30510786857584266
0.49,0.04996795742954134
0.492,0.05582403842121894
0.494,0.23552663840150315
0.496,0.2542026846092694
0.498,-0.10354916898757933
0.5,-0.029459916543042343
0.502,0.03714828275679315
0.504,0.11649850048241124
0.506,-0.1675221224100562
0.508,-0.16318911237295836
0.51,-0.09077475784652408
0.512,-0.09998681365624915
0.514,-0.16810184927608085
0.516,-0.197003802841275
0.518,-0.36059074107118416
0.52,-0.3015167400257848
0.522,-0.29087147068733454
0.524,-0.23117137333807425
0.526,-0.3119153323460563
0.528,-0.28500694849540736
0.53,-0.28985184763816335
0.532,-0.36149456184921486
0.534,-0.3159750843299002
0.536,-0.3255066361389573
0.538,-0.35977076864934815
0.54,-0.4681706274594715
0.542,-0.40731358685644553
0.544,-0.41600945580352555
0.546,-0.20349167216348302
0.548,-0.24176847538020454
0.55,-0.37364077298295395
0.552,-0.5010839307031723
0.554,-0.5217095119697676
0.556,-0.2934789865942347
0.558,-0.3340676715170502
0.56,-0.3270296371153366
0.562,-0.5413541378571087
0.564,-0.3408826619433723
0.566,-0.34533061135195914
0.568,-0.41946903504020705
0.57,-0.3481024082686078
0.572,-0.31216362324127217
0.574,-0.3572448325057805
0.576,-0.373851813801033
0.578,-0.3087456986756648
0.58,-0.27620660165193883
0.582,-0.24304509863030435
0.584,-0.16820179524507506
0.586,-0.5051259317651131
0.588,-0.28696315120981747
0.59,-0.20026244754536204
0.592,-0.1644258064481457
0.594,-0.2371256333472732
0.596,-0.37908569486421045
0.598,-0.20862835135176233
0.6,-0.05202328612589713
0.602,-0.2688936495555202
0.604,-0.07528103773067553
0.606,-0.20495615958527066
0.608,-0.20714851525230918
0.61,-0.2656334237661965
0.612,-0.1610304579569516
0.614,-0.005980495589705703
0.616,-0.08561975525944135
0.618,-0.03347312800906209
0.62,-0.08687975567981482
0.622,-0.11186723612949559
0.624,0.03180668800646244
0.626,-0.07258616609718321
0.628,-0.08068888414660391
0.63,-0.2044923140997743
0.632,-0.16589684406830058
0.634,-0.18625250562615875
0.636,-0.02759400021571988
0.638,-0.22324691322033907
0.64,-0.11073718359924004
0.642,-0.2058241728605817
0.644,-0.06881592908382407
0.646,-0.06270117822579396
0.648,0.027579137456897135
0.65,-0.09604652189638194
0.652,-0.31619553000754363
0.654,-0.18955702232599142
0.656,-0.23567062511117415
0.658,-0.15177284714191364
0.66,-0.002139012882972996
0.662,-0.1109065326986402
0.664,-0.23365606251698123
0.666,-0.2278696576509963
0.668,-0.09527622855027335
0.67,-0.1767723423466617
0.672,-0.1573295610038353
0.674,-0.10756401541399489
0.676,-0.029131780068199248
0.678,-0.022035892799248454
0.68,-0.20792344879258348
0.682,0.0031902027133732663
0.684,-0.04237679275345854
0.686,-0.024130434506889273
0.688,0.10972123506790826
0.69,-0.12397090201148692
0.692,0.028266782352007448
0.694,0.11290532561691272
0.696,-0.08158331491407896
0.698,0.17830144415356058
0.7,0.1470255794745445
0.702,0.24300473548050264
0.704,0.14604725834095417
0.706,0.23805820074607487
0.708,0.25117093355197384
0.71,0.2221506539289074
0.712,0.28695594440991634
0.714,0.3321254278456235
0.716,0.23750482646223425
0.718,0.2734478052928075
0.72,0.2825741937524375
0.722,0.37795430750164566
0.724,0.4847173231741291
0.726,0.33779116974228196
0.728,0.39041070101819725
0.73,0.5015095516841035
0.732,0.34857524049017596
0.734,0.39751394803720225
0.736,0.5164400256828493
0.738,0.5574938802571227
0.74,0.45692726997809885
0.742,0.5538635465121624
0.744,0.5511671276257204
0.746,0.5948564003328312
0.748,0.5796937590002509
0.75,0.6862122480276859
0.752,0.4465653395877573
0.754,0.30558795219424373
0.756,0.6308591489149605
0.758,0.4895137248589527
0.76,0.5116664412640846
0.762,0.5561668258790002
0.764,0.2922326287773788
0.766,0.33371220807716495
0.768,0.33472383229997
0.77,0.39554672597296314
0.772,0.44560901061026537
0.774,0.3968628496854142
0.776,0.3592870837274307
0.778,0.24428818632712412
0.78,0.186052242721629
0.782,0.34436215501755973
0.784,0.23938040073554134
0.786,0.2674066921661531
0.788,0.28581986916358804
0.79,0.2616025470660302
0.792,0.3050868359612141
0.794,0.2111892064511692
0.796,0.1724868682887499
0.798,0.046517991386160695
0.8,0.10318813735197982
0.802,0.14835377223912016
0.804,0.17222757449769133
0.806,0.014238335042286783
0.808,0.038665456767569946
0.81,-0.027201763403732017
0.812,0.009561381077702399
0.814,0.08896200429948337
0.816,-0.17813434408162204
0.818,-0.17964069032932278
0.82,-0.21927964120377308
0.822,-0.26745275885021236
0.824,-0.10827166412898773
0.826,-0.005023827119713414
0.828,-0.13645572280785848
0.83,-0.1397088451444355
0.832,-0.06552516471780576
0.834,-0.011107413539574645
0.836,-0.10343052473451049
0.838,-0.015082072476767183
0.84,-0.16268997505377983
0.842,-0.2558852977171036
0.844,-0.2093572688526758
0.846,-0.2410026300772728
0.848,-0.18909685365669562
0.85,-0.18314983223342765
0.852,-0.12617191780184064
0.854,-0.04675017025307897
0.856,-0.2531950268181839
0.858,-0.08056291074108025
0.86,-0.20954590594185896
0.862,-0.12954715022223104
0.864,-0.19708978531258745
0.866,-0.3063810300447135
0.868,-0.042192981537261975
0.87,-0.15308217353808418
0.872,-0.17961329867510967
0.874,-0.26083204573958396
0.876,-0.22759697026212633
0.878,-0.10273627650312278
0.88,-0.12012773276932967
0.882,-0.09100132778496463
0.884,-0.13272839051892596
0.886,-0.08417326899763039
0.888,-0.2002371501657677
0.89,-0.25252734807413985
0.892,-0.038281794201947494
0.894,-0.18529800453003245
0.896,-0.11686094268240443
0.898,-0.18790073230491203
0.9,-0.20070230567529773
0.902,-0.1345797543279047
0.904,-0.020825888033757484
0.906,-0.06110921549045753
0.908,-0.2611378148707861
0.91,-0.24859101397318986
0.912,-0.14337562352359418
0.914,-0.28760400083773496
0.916,-0.22982555906029256
0.918,-0.3120828959091055
0.92,-0.3070202757823952
0.922,-0.3771628003914845
0.924,-0.41009728436130455
0.926,-0.45973461721342185
0.928,-0.4326783873141073
0.93,-0.42315896777136996
0.932,-0.4088536756932443
0.934,-0.19725578119997217
0.936,-0.24675613260118145
0.938,-0.4402142542783646
0.94,-0.38464725337398564
0.942,-0.4662368484951418
0.944,-0.43141472085774174
0.946,-0.35624948283580127
0.948,-0.31811950037227715
0.95,-0.43164917589819385
0.952,-0.35491490915675594
0.954,-0.5239412543913866
0.956,-0.3878242119682784
0.958,-0.14623624960434906
0.96,-0.34557678518262247
0.962,-0.2836606534963044
0.964,-0.4022795879655921
0.966,-0.3271033935902278
0.968,-0.3237077951398139
0.97,-0.30841719825327396
0.972,-0.3750619633519068
0.974,-0.3006112801640925
0.976,-0.3854141736831981
0.978,-0.20628699389640054
0.98,-0.11955535884852797
0.982,-0.1665127953483123
0.984,-0.23864782857922082
0.986,-0.18153425550723978
0.988,-0.19800223798543046
0.99,-0.031095173710854268
0.992,-0.21149639137650567
0.994,-0.09552695461210045
0.996,-0.2427033301020196
0.998,-0.18216719193390707
1.0,0.10910897838511192
1.002,0.13417712407346424
1.004,0.025879951829315937
1.006,-0.051521911320663416
1.008,-0.17217840238803722
1.01,0.062459303113453934
1.012,0.3669415945215081
1.014,0.25264224356902637
1.016,0.170982147010806
1.018,0.23304172468731482
1.02,0.08150165096464432
1.022,0.23574794378566266
1.024,0.32524939638959466
1.026,0.3281473367350125
1.028,0.37596786134907967
1.03,0.32235620985902147
1.032,0.37263122103703744
1.034,0.31849577863814965
1.036,0.4814264348922922
1.038,0.5286327698347177
1.04,0.28581120302053176
1.042,0.2830344952748505
1.044,0.49519408386287767
1.046,0.417278677364389
1.048,0.5523287431408295
1.05,0.36910564023609854
1.052,0.48405683583196585
1.054,0.38159440013346774
1.056,0.4293239196803493
1.058,0.5588480313207081
1.06,0.38352229137452926
1.062,0.28795719729703856
1.064,0.2993504655514962
1.066,0.3884209902457833
1.068,0.26013762298690146
1.07,0.43746261718831364
1.072,0.30018595286551913
1.074,0.38572095519280347
1.076,0.09139106050454832
1.078,0.24756803390719834
1.08,0.19721548060027164
1.082,0.24391551076368073
1.084,0.27628446095846854
1.086,0.2056129881803664
1.088,0.20920463060506367
1.09,0.24867147172815018
1.092,0.28295936493100354
1.094,0.14658477445930956
1.096,0.23345486411578484
1.098,0.2154951034824477
1.1,0.2210143382715198
1.102,0.2630935767796115
1.104,0.22974177831328593
1.106,0.3215848149807361
1.108,0.11669205384350528
1.11,0.10981206525971618
1.112,0.11253205166802896
1.114,0.10724518779365716
1.116,0.0621243958251453
1.118,0.04619050290908902
1.12,0.09933375496225266
1.122,0.1637111220385348
1.124,0.17934567281129488
1.126,0.11400903064203344
1.128,0.20891604472682523
1.13,0.16383513029746244
1.132,0.10368487626897727
1.134,0.10767527240373043
1.136,0.2304770869239541
1.138,0.1825608042981791
1.14,0.010452210056053596
1.142,0.1065506877231208
1.144,0.1635833705539684
1.146,0.11243617382733545
1.148,0.20564619077912555
1.15,0.03812269836685325
1.152,0.22494103335897797
1.154,0.22239570787682544
1.156,0.14160385393253772
1.158,0.21796978683803184
1.16,-0.02273364953547849
1.162,0.030861130821094943
1.164,0.0743971763442496
1.166,0.03155166240683949
1.168,0.20981428306512015
1.17,0.31531577415962464
1.172,0.0195358199429128
1.174,-0.0020185332288801955
1.176,0.0728463783813674
1.178,0.2096527611423164
1.18,0.0029148644051554956
1.182,0.09584579386790054
1.184,0.164393422462343
1.186,-0.15474121279189718
1.188,-0.12145029101161983
1.19,-0.0279538684663646
1.192,-0.038619149337432934
1.194,0.019270474200040383
1.196,-0.087252518878629
1.198,-0.27460864927793327
1.2,-0.07632421822643146
1.202,-0.14909496340420225
1.204,-0.028125914485332165
1.206,-0.24305929943691582
1.208,-0.29520541177932325
1.21,-0.20725270363697282
1.212,-0.16862946047893118
1.214,-0.1948078813139266
1.216,-0.4119702688173915
1.218,-0.2969711129920678
1.22,-0.45360516178619154
1.222,-0.33848736811145225
1.224,-0.45108390421307076
1.226,-0.3192220504569462
1.228,-0.4749659944734944
1.23,-0.5616884011958381
1.232,-0.405720456350886
1.234,-0.4145124234715161
1.236,-0.4695315361735243
1.238,-0.33530846316847185
1.24,-0.5382881994422205
1.242,-0.5235610654178239
1.244,-0.48100572417930154
1.246,-0.5154430102898541
1.248,-0.4252873712250462
1.25,-0.5426761877731764
1.252,-0.568295504671619
1.254,-0.4184993837973609
1.256,-0.5658704932213958
1.258,-0.6405691257515632
1.26,-0.3271382259322926
1.262,-0.2859968288097345
1.264,-0.532677071572301
1.266,-0.6182409926700458
1.268,-0.432901016890859
1.27,-0.4058909438586388
1.272,-0.4156053307255418
1.274,-0.5115450996543011
1.276,-0.35836649202319004
1.278,-0.3053222083304828
1.28,-0.41432844593417206
1.282,-0.22931436117644285
1.284,-0.14235764908571116
1.286,-0.2967411421081214
1.288,-0.2951898859595045
1.29,-0.21488066947053883
1.292,-0.11647266771536519
1.294,-0.31141083398935404
1.296,-0.17857149502451258
1.298,-0.20651513257005666
1.3,0.030268950577988063
1.302,-0.07415933901367815
1.304,0.08848677184732637
1.306,-0.1539320756160029
1.308,-0.028574323023072716
1.31,-0.015536139029596455
1.312,-0.049948240364998245
1.314,0.07143334650766009
1.316,0.14514098555859406
1.318,-0.004744200733879891
1.32,-0.11073672382884565
1.322,0.06933178445900805
1.324,0.049362895373333715
1.326,0.10513749804498412
1.328,0.0971113172373003
1.33,-0.05700464688506941
1.332,-0.031353871165280434
1.334,0.1853376151778065
1.336,0.13592413253710683
1.338,-0.04327030977518917
1.34,0.18582481047376276
1.342,0.1321000401745508
1.344,0.08480006378066968
1.346,0.07885435160947585
1.348,0.25729694126043123
1.35,0.18245654699230862
1.352,0.3086807377695738
1.354,0.15638578522228888
1.356,0.19353194786216976
1.358,0.17721785385148422
1.36,0.2386672803687168
1.362,0.1789894394710027
1.364,0.20689871566852375
1.366,0.08875276627115278
1.368,0.13638791150151958
1.37,0.14243838414404
1.372,0.21019207598468803
1.374,0.22757557401998568
1.376,0.07100083463501387
1.378,0.11301227222040867
1.38,0.20619888470761255
1.382,0.1523971364408297
1.384,0.2083964668696535
1.386,-0.07015812008390135
1.388,0.06813756041512528
1.39,0.1188082361929599
1.392,0.01661408659511035
1.394,0.10158306618593954
1.396,0.07117478955885903
1.398,0.13009636480071995
1.4,0.27924857459184715
1.402,0.21526313795363158
1.404,0.15608285464423405
1.406,0.20281610354449203
1.408,0.2720392153384216
1.41,0.13630673596596
1.412,0.19516913933532112
1.414,0.34447717323254656
1.416,0.2681982638260675
1.418,0.30704887485526217
1.42,0.25495666805176137
1.422,0.3565997290775473
1.424,0.2676718698134936
1.426,0.3604754043112206
1.428,0.316405798440745
1.43,0.21310914974428152
1.432,0.2055563444575494
1.434,0.43654416123107564
1.436,0.3870015498905879
1.438,0.3200048363673888
1.44,0.35774679443280105
1.442,0.4453291181167644
1.444,0.2063113952115879
1.446,0.3129854990188256
1.448,0.36620843857597035
1.45,0.5214028065251036
1.452,0.39024382621176895
1.454,0.43233051611482687
1.456,0.3170136544003455
1.458,0.3430702577686678
1.46,0.44627108211386274
1.462,0.3644394665715004
1.464,0.373658169454317
1.466,0.3291019177275575
1.468,0.396180406179061
1.47,0.3835186398561601
1.472,0.3849514214258157
1.474,0.3320498173960956
1.476,0.12015520495683224
1.478,0.08977898705934698
1.48,0.36260247231993237
1.482,0.3456170838625432
1.484,0.1046481241189273
1.486,-0.01077746894597656
1.488,0.142690885294154
1.49,0.22742882203950446
1.492,0.28737444649233734
1.494,0.1298773619039171
1.496,-0.007940024656817202
1.498,-0.08127428840834153
1.5,0.0009161033336543957
1.502,-0.014117337629267944
1.504,-0.1030027435283426
1.506,0.07532689593326537
1.508,-0.0007534125318190699
1.51,-0.06207786924702613
1.512,-0.20843613143830664
1.514,-0.06960781763389086
1.516,-0.13512785292016077
1.518,-0.21519542646526277
1.52,-0.1824896191443094
1.522,-0.21873078005771368
1.524,-0.19054382560382593
1.526,-0.21653665217075924
1.528,-0.29546671765885096
1.53,-0.5135580034408846
1.532,-0.36723922186984637
1.534,-0.38861095370976395
1.536,-0.432146340556388
1.538,-0.22523219055259733
1.54,-0.2721263575051882
1.542,-0.3238954797666611
1.544,-0.387809454581975
1.546,-0.2628951272017166
1.548,-0.3666726131300787
1.55,-0.38828471503565404
1.552,-0.5275170635645501
1.554,-0.4009572898511853
1.556,-0.38393954856738866
1.558,-0.45929977887557694
1.56,-0.3695368783319959
1.562,-0.40816562400772044
1.564,-0.2712728471364555
1.566,-0.31014717212803133
1.568,-0.3297189451597285
1.57,-0.2904774388885256
1.572,-0.32972400934146134
1.574,-0.3776752951579249
1.576,-0.4370722947278079
1.578,-0.31255078743893894
1.58,-0.3157362719275881
1.582,-0.35527534271235683
1.584,-0.24502340792072855
1.586,-0.2684920836959505
1.588,-0.4109517309584847
1.59,-0.22419821225476402
1.592,-0.10844921475111963
1.594,-0.12263456772986778
1.596,-0.15648100483510777
1.598,-0.23175493349677231
1.6,-0.25781492949655993
1.602,-0.23288064335087208
1.604,-0.11681888644650429
1.606,-0.14833173898623023
1.608,-0.09925607865759688
1.61,-0.09340317088251002
1.612,-0.1448522566909719
1.614,-0.2095205334744924
1.616,-0.15776070237933298
1.618,-0.15467956085701876
1.62,-0.19723936642918127
1.622,-0.19322569909006945
1.624,-0.08747728888936657
1.626,-0.14802223810909543
1.628,-0.19717322498839784
1.63,-0.15585041107272288
1.632,-0.20337991574737355
1.634,-0.11093024864386918
1.636,-0.0849043931551393
1.638,-0.2201369434584765
1.64,-0.2118245009018846
1.642,-0.07554993306685147
1.644,-0.2554820575799524
1.646,-0.29210305324193697
1.648,-0.2670201674142484
1.65,-0.15217970146133977
1.652,-0.18795892731266894
1.654,-0.19360963692814642
1.656,-0.04477486338931018
1.658,-0.32413721440084614
1.66,-0.09136257759064471
1.662,-0.03699418142616975
1.664,-0.26796408942201877
1.666,-0.17715678927895737
1.668,-0.15813014935866465
1.67,-0.15099521408237446
1.672,-0.1297392992139531
1.674,-0.018325950443334682
1.676,0.025434191082265828
1.678,-0.09761194858041716
1.68,0.1277845290204211
1.682,-0.01831301745027835
1.684,0.09215580352402043
1.686,-0.06470554930898512
1.688,-0.009090913380494656
1.69,0.07032611794432017
1.692,0.32986335071669853
1.694,0.13373566578102453
1.696,-0.011636925353883207
1.698,0.1377453499313485
1.7,0.0886104474917451
1.702,0.13609800198093444
1.704,0.264410860054065
1.706,0.17544395257046752
1.708,0.18797928223379534
1.71,0.20463923006715953
1.712,0.2951305231224548
1.714,0.34449524049797664
1.716,0.1516150930249488
1.718,0.33857591320079533
1.72,0.21621444276220275
1.722,0.2318988675086147
1.724,0.4000584839126115
1.726,0.42919253656571055
1.728,0.34493093027797966
1.73,0.4494756564848214
1.732,0.3006882854855092
1.734,0.43073844951862406
1.736,0.4534655995417134
1.738,0.4862160833911481
1.74,0.47832232830502347
1.742,0.36691526330731966
1.744,0.5405662232168986
1.746,0.5325509844484035
1.748,0.38400873862936963
1.75,0.34331268476823695
1.752,0.46199273126269624
1.754,0.4481923501366564
1.756,0.4942451909076183
1.758,0.5238910828130814
1.76,0.521080792877457
1.762,0.5272147398780218
1.764,0.3315249999886879
1.766,0.3400862577735936
1.768,0.37536015863848826
1.77,0.4821909625484948
1.772,0.5100338724206227
1.774,0.32042066720123197
1.776,0.13704916184837423
1.778,0.22099002802968407
1.78,0.3042175798285585
1.782,0.2953955571867115
1.784,0.2444513932462305
1.786,0.23374232026729863
1.788,0.2047238726000919
1.79,0.33449040134480923
1.792,0.19019480467663635
1.794,0.12386685976392103
1.796,0.16839173492227102
1.798,-0.019959513178339328
1.8,0.14873238688409596
1.802,0.14081593920466542
1.804,0.09478989727084522
1.806,0.1727997173921949
1.808,-0.05280451931457496
1.81,0.15888919359142414
1.812,0.0009302385257015412
1.814,-0.07956083466005998
1.816,-0.013095947917702268
1.818,-0.16202252010884197
1.82,-0.1608452772334275
1.822,-0.04900080526111219
1.824,-0.00956394182456538
1.826,-0.1147519551182711
1.828,-0.03467258589353894
1.83,-0.06293143105809221
1.832,-0.037758423929606544
1.834,-0.07496923155093516
1.836,0.011174807010436522
1.838,-0.27383281788023917
1.84,-0.19549263161878463
1.842,-0.25825386031678177
1.844,-0.15226717178658752
1.846,-0.16827564660781333
1.848,-0.13133877271398053
1.85,-0.003934506771145763
1.852,-0.20403630306575807
1.854,-0.15130837137114114
1.856,-0.16120205198195994
1.858,-0.1059320451653287
1.86,-0.1258210563743684
1.862,-0.1316569920214322
1.864,-0.09337825041379642
1.866,-0.028117044168646146
1.868,-0.09168713431000838
1.87,-0.05751836563053678
1.872,-0.22897044034006728
1.874,-0.18228199222965732
1.876,-0.10003115093643525
1.878,-0.06769002068534646
1.88,-0.08805940687081401
1.882,-0.04638277120212522
1.884,-0.12242080211372591
1.886,-0.09380170077913812
1.888,-0.14966552554005022
1.89,-0.1628345879721662
1.892,-0.0967922869730637
1.894,-0.39322650083047095
1.896,-0.17539747933778885
1.898,-0.5104439273766933
1.9,-0.32808837585146494
1.902,-0.12634033777633003
1.904,-0.13870454586251546
1.906,-0.3202619602259508
1.908,-0.32365646903172257
1.91,-0.15176298234942465
1.912,-0.268197246646719
1.914,-0.04051749322410822
1.916,-0.2566247771238601
1.918,-0.2773709739222933
1.92,-0.20278298081910975
1.922,-0.30001112662005747
1.924,-0.3631194033518502
1.926,-0.3026741384696603
1.928,-0.34613651717014426
1.93,-0.4956442771523486
1.932,-0.4058649144686093
1.934,-0.41160964171412856
1.936,-0.26128698161877084
1.938,-0.3604780150362121
1.94,-0.4350875895018665
1.942,-0.44216514403692236
1.944,-0.39081585234204047
1.946,-0.3217303988138496
1.948,-0.4476301680238597
1.95,-0.487835507797174
1.952,-0.3516486945433027
1.954,-0.46557314607637434
1.956,-0.5016787043650089
1.958,-0.3185451309813671
1.96,-0.3263535801100304
1.962,-0.5207750346053337
1.964,-0.3912426649823605
1.966,-0.3147189138223431
1.968,-0.28921422345189707
1.97,-0.2442260730592259
1.972,-0.4250448994611339
1.974,-0.3085521764810006
1.976,-0.34150077930597333
1.978,-0.2981570254994483
1.98,-0.13673387045062196
1.982,-0.07749334707335251
1.984,-0.07219832552673808
1.986,-0.11266687213146226
1.988,-0.18208712807213198
1.99,-0.07772133070595974
1.992,-0.0036380748965564452
1.994,-0.05898412921865305
1.996,-0.07297723545917778
1.998,0.0033379250343644855
2.0,-0.004742611682076232
2.002,0.004219370605828575
2.004,0.050280525225231416
2.006,0.11939119538131285
2.008,0.06522336793529065
2.01,0.13315574189752147
2.012,0.22691473291788944
2.014,0.18786418482012474
2.016,0.2762477829851506
2.018,0.22614271620396445
2.02,0.10759327225127979
2.022,0.37491819609636096
2.024,0.27723161904778226
2.026,0.20262776142588484
2.028,0.22909987484696978
2.03,0.21310097890587174
2.032,0.3233390050809988
2.034,0.35165752077290136
2.036,0.3826546448082007
2.038,0.4478939712634041
2.04,0.39061319348806206
2.042,0.3793339773835549
2.044,0.42111761354355276
2.046,0.48187696974016647
2.048,0.2713867644333101
2.05,0.3753534370063257
2.052,0.1932363845711519
2.054,0.3739603289328495
2.056,0.4082949760365852
2.058,0.5173131715702898
2.06,0.5074746809877521
2.062,0.37946896883123354
2.064,0.29520671600201415
2.066,0.3910471631979829
2.068,0.34316493777539825
2.07,0.3863535328607609
2.072,0.4221785636318005
