time_s,motor_current_a
0.0675,1.4952375030683638
0.068,1.5353899014249701
0.0685,1.555689028399697
0.069,1.406686696863835
0.0695,1.245480542774133
0.07,1.4153976424985653
0.0705,1.4129856874357904
0.071,1.1027598630203408
0.0715,1.2778873288765458
0.072,1.2886275727052618
0.0725,1.1636683972709272
0.073,0.9940784891779224
0.0735,0.9135378732309845
0.074,1.0533069313630679
0.0745,1.1746205455245557
0.075,1.3066627904405796
0.0755,1.4263047433656753
0.076,1.4406744524302186
0.0765,1.6285109047885076
0.077,1.6054427019489774
0.0775,1.5100731903495064
0.078,1.424816203046277
0.0785,1.5209065452934591
0.079,1.2495036037656055
0.0795,1.4054246817583702
0.08,1.1570551123685524
0.0805,1.2739205924476316
0.081,1.2093342443560209
0.0815,0.9981863945667807
0.082,1.185531358576536
0.0825,1.12716179753835
0.083,1.115230800229732
0.0835,1.317861324065081
0.084,1.6056829337365965
0.0845,1.6683092555170977
0.085,1.4841397107245213
0.0855,1.5310722494257414
0.086,1.4907929491442902
0.0865,1.3467619366602457
0.087,1.579623715891974
0.0875,1.3302871572431378
0.088,1.263812382110973
0.0885,1.3353873906321299
0.089,1.1068415730096417
0.0895,1.1695188127639944
0.09,0.8570190574804385
0.0905,0.9923214355681333
0.091,1.226135105754332
0.0915,1.4153142631831166
0.092,1.3332121351332573
0.0925,1.444179225836942
0.093,1.6506406102937348
0.0935,1.5234391161895902
0.094,1.5002733215119946
0.0945,1.5376297380520974
0.095,1.3280247519146964
0.0955,1.1389381362044937
0.096,1.1705729121163175
0.0965,1.2604893604965448
0.097,1.012260417435525
0.0975,1.0924483416543844
0.098,0.9144158718905333
0.0985,1.1895536471695685
0.099,1.2791871413195028
0.0995,1.0612769205191612
0.1,1.339802649959209
0.1005,1.3651120544278461
0.101,1.5346310999205783
0.1015,1.783000201521208
0.102,1.5278871007016503
0.1025,1.4773728049479136
0.103,1.3352357245032158
0.1035,1.4831579636465564
0.104,1.0009572438254781
0.1045,1.248128268515255
0.105,1.2407795781523854
0.1055,1.1116116414155002
0.106,1.1868285102554825
0.1065,1.1619527728179573
0.107,0.8922711278736521
0.1075,1.3034278424329961
0.108,1.0742335266734775
0.1085,1.4975212760509036
0.109,1.520550028705265
0.1095,1.53857204313406
0.11,1.5617247263770453
0.1105,1.5541421689553339
0.111,1.503555210024326
0.1115,1.3175565544886383
0.112,1.3322756872339807
0.1125,1.2414553185786577
0.113,1.1598658869642882
0.1135,1.14572332577862
0.114,1.0392922041196138
0.1145,1.0374614010313654
0.115,1.0775143054473932
0.1155,1.0600056572139305
0.116,1.3286831823628757
0.1165,1.0470422941113797
0.117,1.4670409843785237
0.1175,1.5431402939815317
0.118,1.6845712129071622
0.1185,1.6662682086920726
0.119,1.5192817414851565
0.1195,1.4756744464272464
0.12,1.3162180778890527
0.1205,1.4048083618116
0.121,1.1205227121625647
0.1215,1.3446744115410416
0.122,1.2035520616576096
0.1225,1.0804932745703897
0.123,1.0371754419771133
0.1235,1.0162112362882907
0.124,1.198741986596073
0.1245,1.4965520909821175
0.125,1.4419870824150336
0.1255,1.4102599593592233
0.126,1.6339476224894167
0.1265,1.6751594214300132
0.127,1.4869793712614867
0.1275,1.384602166412213
0.128,1.4276319744608457
0.1285,1.4535468969167866
0.129,1.170105725450468
0.1295,1.224086221384561
0.13,1.3061665865409278
0.1305,1.1851900449121855
0.131,1.2451645816237769
0.1315,0.9034413890595031
0.132,1.2712843808693401
0.1325,0.942637357018679
0.133,1.0157649844355778
0.1335,1.364653316262169
0.134,1.3937721170033879
0.1345,1.5864816368961319
0.135,1.5964680255194574
0.1355,1.5388595179395221
0.136,1.3991799715583622
0.1365,1.4533093876981995
0.137,1.3241718675887078
0.1375,1.4288890879468927
0.138,1.26309771835524
0.1385,1.1305179709233113
0.139,0.9848109612647243
0.1395,1.0613224580326805
0.14,0.906167063693994
0.1405,0.9115233859404799
0.141,1.1823436846352116
0.1415,1.0884342030384457
0.142,1.5592042783808153
0.1425,1.556112484248929
0.143,1.5960271072046774
0.1435,1.4883170041597458
0.144,1.6091548860514568
0.1445,1.4548205153972986
0.145,1.3184821068308654
0.1455,1.3596548260597296
0.146,1.1361291336981687
0.1465,1.099221943754623
0.147,1.089379381424574
0.1475,1.1594466601518172
0.148,1.0551634417092632
0.1485,1.1318555502040666
0.149,0.971605845396303
0.1495,1.2250293983847276
0.15,1.3027397267158827
0.1505,1.3663819245702022
0.151,1.6031614784270907
0.1515,1.5946542057356212
0.152,1.509780285684818
0.1525,1.5078469098793112
0.153,1.413740354960381
0.1535,1.349909364043302
0.154,1.282298275521603
0.1545,1.1577215017425466
0.155,1.248187928126573
0.1555,1.0923261638497999
0.156,0.9928545295883334
0.1565,1.0116289674772077
0.157,1.1003623305283368
0.1575,1.1056610714744413
0.158,1.1560019541593962
0.1585,1.3036168840658968
0.159,1.5607786952666616
0.1595,1.3404358447524511
0.16,1.673102694473057
0.1605,1.3603345210530764
0.161,1.33095354305011
0.1615,1.347464979495817
0.162,1.561540754888112
0.1625,1.4746627189040316
0.163,1.339957779740465
0.1635,1.2505873569815313
0.164,0.9550815466765068
0.1645,1.0817137500890137
0.165,0.9654477004920808
0.1655,0.9519132704626749
0.166,1.1319177069922184
0.1665,1.2057089838308
0.167,1.4913135303793739
0.1675,1.3327244008559367
0.168,1.5938724865506213
0.1685,1.489625346349458
0.169,1.4772776033911919
0.1695,1.4708798114563584
0.17,1.260450356568744
0.1705,1.3409687416701033
0.171,1.2678314268662438
0.1715,1.1811385410306263
0.172,1.1385689286667584
0.1725,1.0930531709038718
0.173,0.9625069196668802
0.1735,1.0112558781130472
0.174,1.0191641331630135
0.1745,1.0896001393798045
0.175,1.456066262715281
0.1755,1.484955845186949
0.176,1.5088957296786405
0.1765,1.5981691983656674
0.177,1.4521301749526068
0.1775,1.4418827496976183
0.178,1.3763921974482265
0.1785,1.2220996907634745
0.179,1.3435889984053735
0.1795,1.2187469190994915
0.18,1.1860531306188533
0.1805,1.096411357726567
0.181,1.3712803119182904
0.1815,0.9497201379203024
0.182,0.8001743247269636
0.1825,0.9069892968830352
0.183,1.2647304340010819
0.1835,1.4738827812612207
0.184,1.4083065075112786
0.1845,1.6870968992624917
0.185,1.6464221845320106
0.1855,1.5074903859457642
0.186,1.4249581583039437
0.1865,1.3952940388120976
0.187,1.410397233177355
0.1875,1.3245822703018906
0.188,1.1793697964991194
0.1885,1.1750645073686785
0.189,1.3167990384752875
0.1895,1.0683350133141793
0.19,1.084291246142519
0.1905,1.064371613419371
0.191,1.1203910588087
0.1915,1.2401236598216412
0.192,1.470373252343959
0.1925,1.5742524817466346
0.193,1.5886477840642936
0.1935,1.483865571378263
0.194,1.5323244444105801
0.1945,1.4090653419126073
0.195,1.316527079404841
0.1955,1.567418194789259
0.196,1.109979715166215
0.1965,1.3176936350790538
0.197,1.073830728509806
0.1975,1.0959270864823096
0.198,1.2702770468401585
0.1985,0.8882668229817086
0.199,0.9483824177277388
0.1995,1.1225965380587035
0.2,1.1858125345119581
0.2005,1.5051233992997184
0.201,1.4668346955607772
0.2015,1.6219406416248525
0.202,1.394686701507418
0.2025,1.2775081640172228
0.203,1.3579719067189306
0.2035,1.1622389051569217
0.204,1.4288323303025472
0.2045,1.088322023342652
0.205,1.0896687548609059
0.2055,1.1663275134860513
0.206,0.9882627121217632
0.2065,0.8355175072307796
0.207,1.1822610144881898
0.2075,0.9378907551973488
0.208,1.140096237727281
0.2085,1.2900914599943918
0.209,1.5181428487480335
0.2095,1.5759165519063867
0.21,1.4599172863762924
0.2105,1.4640458861177508
0.211,1.398357932200102
0.2115,1.422008717397065
0.212,1.175584761485596
0.2125,1.4562899156443248
0.213,1.1406202774879872
0.2135,1.1609614098411032
0.214,0.9718892443343478
0.2145,0.882478800895733
0.215,0.8788637248228613
0.2155,0.8821466748907477
0.216,1.0203147147381155
0.2165,1.0999128867277124
0.217,1.4186167801344083
0.2175,1.3923901917210624
0.218,1.4410514362480564
0.2185,1.4819949695585077
0.219,1.5609792277996466
0.2195,1.4050585392278032
0.22,1.3050677851029213
0.2205,1.1238007448707557
0.221,1.117060462041334
0.2215,1.0613309399337219
0.222,1.2579969425125275
0.2225,1.102963553852214
0.223,0.8942429536581273
0.2235,0.8949415766374594
0.224,0.9050053007966932
0.2245,1.0024173540750996
0.225,1.2831121424466063
0.2255,1.354405516922958
0.226,1.6947406789754236
0.2265,1.6478081450096604
0.227,1.6246836863352847
0.2275,1.4913559391099112
0.228,1.3045336558470146
0.2285,1.344699511656674
0.229,1.2078558287198098
0.2295,1.369967914291767
0.23,1.199408932995272
0.2305,1.1166521263775286
0.231,1.024965297418402
0.2315,1.1266515970403321
0.232,0.8000693123574618
0.2325,1.1869751373577246
0.233,1.1061127067258743
0.2335,1.135317114835085
0.234,1.3367288770630101
0.2345,1.3293565006459849
0.235,1.5726383815660387
0.2355,1.3573954200225347
0.236,1.4024352373919489
0.2365,1.424976354590028
0.237,1.189582136663651
0.2375,1.1919617665023898
0.238,1.050423040006018
0.2385,1.0871509448032461
0.239,1.3093714937150556
0.2395,1.0541010160801991
0.24,0.9037799968811716
0.2405,0.8819115648409683
0.241,1.0212947740535767
0.2415,1.1745699143681168
0.242,1.2708492007869148
0.2425,1.4873297515520587
0.243,1.3986655401528314
0.2435,1.3889738827866998
0.244,1.462180610835775
0.2445,1.2301188449075182
0.245,1.3512983793992799
0.2455,1.2289863407612285
0.246,1.0118002788919662
0.2465,1.1633339022689726
0.247,0.9219628288258447
0.2475,1.0823641831645574
0.248,0.9186108377359306
0.2485,1.0995224118779627
0.249,1.057660294466823
0.2495,0.9478898200072158
0.25,0.9979260136158493
0.2505,1.2705308036904492
0.251,1.3273451296873922
0.2515,1.6681598184604283
0.252,1.455486263411001
0.2525,1.480313898219334
0.253,1.2810194174602054
0.2535,1.229649261459063
0.254,1.2021460969854254
0.2545,1.280239529858327
0.255,1.1527658214544405
0.2555,0.9472835953883846
0.256,1.1370903486778956
0.2565,0.8859057998162463
0.257,0.8604376984534602
0.2575,0.6827256378001396
0.258,1.1506837876146265
0.2585,1.2485364248174182
0.259,1.384434452040957
0.2595,1.4166371644297726
0.26,1.4122251772161918
0.2605,1.3867342576478097
0.261,1.3943469559250186
0.2615,1.3379251216049763
0.262,1.1961371401649257
0.2625,1.2761216136268505
0.263,1.1353187523779924
0.2635,1.0380227066141987
0.264,1.0342730867192667
0.2645,0.802836643093435
0.265,0.9159991239004522
0.2655,0.7513445625290139
0.266,0.8852774537743032
0.2665,0.9221988469116815
0.267,1.2577602172615452
0.2675,1.557817015640054
0.268,1.444847988150715
0.2685,1.5117335836390706
0.269,1.6229733585557904
0.2695,1.3499894942947854
0.27,1.1644978008509246
0.2705,1.1303028305074871
0.271,1.1573267226496262
0.2715,1.0517901122701978
0.272,0.997391737120926
0.2725,1.074305149310853
0.273,1.0088799757886147
0.2735,0.7125385892371728
0.274,0.831559143664298
0.2745,0.970440422307256
0.275,1.222826855291531
0.2755,1.42330408313739
0.276,1.6826624750069532
0.2765,1.402053929351709
0.277,1.3780221240152521
0.2775,1.408949760024731
0.278,1.204466507959224
0.2785,1.196731879913266
0.279,1.1271648810939447
0.2795,0.87072938594196
0.28,1.0972865849234883
0.2805,0.9981929822029663
0.281,1.0654277650956754
0.2815,0.8792571847834052
0.282,0.7440922665753301
0.2825,0.9035015314491297
0.283,0.8418301776813332
0.2835,1.0810988268759203
0.284,1.4018101796616793
0.2845,1.3960669593474548
0.285,1.5259442582191864
0.2855,1.1910160728524128
0.286,1.2878656719639616
0.2865,1.1906124006444712
0.287,1.2790462420273971
0.2875,1.2127974168479199
0.288,1.1718082620373818
0.2885,1.2070282362312135
0.289,0.9421411135170685
0.2895,1.0368794756680029
0.29,0.752981994762637
0.2905,0.7622309191841441
0.291,1.0281627235984363
0.2915,0.9385152141540961
0.292,1.2975545443649434
0.2925,1.3720771838588086
0.293,1.5289206743844885
0.2935,1.4066992992869753
0.294,1.3587057875016029
0.2945,1.3259609743539147
0.295,1.1402976213660532
0.2955,1.0880769968588335
0.296,1.1704375049583464
0.2965,1.077981530126261
0.297,0.9783982036553446
0.2975,0.933530275797597
0.298,1.0318503360964142
0.2985,0.7991584817160916
0.299,0.8325103995046834
0.2995,0.812537813328047
0.3,1.1252304759091762
0.3005,1.3413404393501605
0.301,1.4628501283576132
0.3015,1.4263180376989384
0.302,1.4821650623769544
0.3025,1.390315502640063
0.303,1.351197200034045
0.3035,1.2765879163744565
0.304,1.2931129736737312
0.3045,1.0834900860507273
0.305,0.9199415252245071
0.3055,1.0506057388091348
0.306,0.984286755076553
0.3065,1.0037577154050665
0.307,0.9658705993538288
0.3075,1.0921589873708792
0.308,1.0813512082211756
0.3085,1.1936272893737112
0.309,1.1684464034584823
0.3095,1.4204265387569543
0.31,1.347390960858613
0.3105,1.3779373677586944
0.311,1.2867786256278795
0.3115,1.254688146813711
0.312,1.1432163023671653
0.3125,1.208649205330874
0.313,0.805032917750508
0.3135,1.0417923413452599
0.314,1.0692461912342681
0.3145,1.0605664518012559
0.315,0.9009329492907523
0.3155,1.0092863699593029
0.316,0.9404073729272969
0.3165,1.0600487454997811
0.317,1.26414139259122
0.3175,1.3326980777319637
0.318,1.3147222330827149
0.3185,1.3324943226491108
0.319,1.213413456538412
0.3195,1.2995543658476305
0.32,1.1795393838864603
0.3205,1.0946631989634206
0.321,1.0384780307103432
0.3215,1.1037265528655054
0.322,1.0696448755689638
0.3225,0.8013886899740139
0.323,0.7164193443924869
0.3235,0.9118678402789049
0.324,0.7153197232101961
0.3245,1.0113168304514464
0.325,1.2646088805504008
0.3255,1.4111950872527976
0.326,1.4268054637335796
0.3265,1.4603345209517256
0.327,1.58590017409645
0.3275,1.0580520736880672
0.328,1.1679402551240938
0.3285,1.2376519573593507
0.329,1.0772060518286353
0.3295,1.199432303121848
0.33,1.0238834511392363
0.3305,0.9727572165253284
0.331,0.8542913472926479
0.3315,0.7702138354183344
0.332,0.7589176593692109
0.3325,0.9007967520664705
0.333,0.9181599276352134
0.3335,1.242500503573653
0.334,1.3488851944655254
0.3345,1.476361440272033
0.335,1.2667377120526229
0.3355,1.1640144115204143
0.336,1.2582721809590753
0.3365,1.4749469422039683
0.337,1.2573118736487074
0.3375,1.0376345862467262
0.338,1.0979228728481083
0.3385,1.0738671281222314
0.339,0.7906668420443117
0.3395,0.9892264883573527
0.34,0.7898913917647994
0.3405,0.8108224938420352
0.341,0.905181096895596
0.3415,1.1537025240780894
0.342,1.1153656091846929
0.3425,1.1422032788162078
0.343,1.4053358531788829
0.3435,1.1599352394952214
0.344,1.2750022241337198
0.3445,1.3460898277639521
0.345,1.217198003813801
0.3455,1.2160192509406245
0.346,1.138477546007605
0.3465,1.2757552779832997
0.347,0.9144826436802116
0.3475,0.9361661665359419
0.348,0.7834957477793894
0.3485,0.8944247354313422
0.349,0.8292118010391405
0.3495,1.1111980439000793
0.35,1.0327916225043623
0.3505,1.373150038235085
0.351,1.3957091224412204
0.3515,1.36979626944281
0.352,1.3987549598961244
0.3525,1.3016325053620912
0.353,1.2341974780705127
0.3535,1.1165582357810317
0.354,1.0254334700024021
0.3545,1.0268205316091834
0.355,0.8445937311002407
0.3555,1.0290838244962415
0.356,0.743765946365303
0.3565,0.7864416962616315
0.357,0.8643931338409241
0.3575,0.9437988259005983
0.358,0.8045498657687304
0.3585,1.1246139833226725
0.359,1.3163765162243477
0.3595,1.3586820395852712
0.36,1.5013199749371016
0.3605,1.239285908831032
0.361,1.0415138705319233
0.3615,1.2540498884668942
0.362,1.065156444430087
0.3625,0.9056233393699864
0.363,1.028243181877936
0.3635,1.1130120251529496
0.364,0.790253663440696
0.3645,1.0751626562444738
0.365,0.7123711271314126
0.3655,0.8183438821119514
0.366,0.7708687483872285
0.3665,1.0336164406576787
0.367,1.1679438615057172
0.3675,1.1546140083912362
0.368,1.6465148093706927
0.3685,1.305888148630996
0.369,1.2470165247055338
0.3695,1.3158859043502495
0.37,1.3325240726929641
0.3705,1.216467678650436
0.371,0.9485954354867356
0.3715,1.048614764302827
0.372,0.7779026844089894
0.3725,0.9794884119979661
0.373,0.656985742640749
0.3735,0.7118533628148109
0.374,0.8287104095359689
0.3745,0.9777081181658921
0.375,1.0539065376604433
0.3755,1.3787056430160018
0.376,1.4033123476711995
0.3765,1.4323416156592916
0.377,1.2166311478797558
0.3775,1.4407373114010475
0.378,1.1138240794909309
0.3785,1.3067624756226073
0.379,1.2938091883177247
0.3795,1.107825289360224
0.38,1.1125763105870494
0.3805,0.6332987057527482
0.381,0.8447188419522909
0.3815,0.915594875730928
0.382,0.8894468481614412
0.3825,0.735529396060912
0.383,0.950520908256091
0.3835,0.878275853996502
0.384,1.3100505793204644
0.3845,1.1637325380811774
0.385,1.4787809693782068
0.3855,1.4387955937653234
0.386,1.1982736511702012
0.3865,1.2246730970210042
0.387,1.0969192879222736
0.3875,1.1056682386300736
0.388,0.9296043746738685
0.3885,1.0526772726982
0.389,0.7531680531396193
0.3895,0.6595135357457015
0.39,0.7851457489886718
0.3905,0.789933519193425
0.391,0.9216629142034706
0.3915,0.9663910430930475
0.392,1.3720097574697134
0.3925,1.321981321882021
0.393,1.3898130986900188
0.3935,1.3779733433197991
0.394,1.3998170274124477
0.3945,1.279882367047855
0.395,1.1988336024049033
0.3955,1.1811904098181447
0.396,0.8902546222173998
0.3965,0.8527762090613579
0.397,0.9629054742438756
0.3975,0.8742560605601847
0.398,0.8834250289305279
0.3985,0.7993484214927228
0.399,0.8926238333193912
0.3995,0.8142880454163297
0.4,1.0847987610037073
0.4005,1.0987976954508534
0.401,1.3760129115941988
0.4015,1.1866117492806592
0.402,1.3812054863391554
0.4025,1.1309356785261784
0.403,1.1630444883950095
0.4035,1.2299989672204084
0.404,1.1220566431829386
0.4045,0.8999532662695091
0.405,0.9503256454545002
0.4055,0.799872911873944
0.406,0.7033930367519496
0.4065,0.8260238119320419
0.407,0.8621338670993185
0.4075,0.9108992026127442
0.408,1.0497209750540963
0.4085,1.1405144237872513
0.409,1.2514329142083742
0.4095,1.2550062271010711
0.41,1.3321997357862152
0.4105,1.1990891097651333
0.411,1.1721205207937946
0.4115,1.1925904008374908
0.412,1.1182257900446377
0.4125,1.3995520208868775
0.413,0.9215766966950024
0.4135,0.9899677323490275
0.414,0.7871861380130003
0.4145,0.8162234317582187
0.415,0.7753469309260347
0.4155,0.9084852172938754
0.416,0.8626266429522675
0.4165,1.025591056490356
0.417,1.1540101594089724
0.4175,1.1796366167305306
0.418,1.315354709650232
0.4185,1.3343148135846532
0.419,1.3213850989926776
0.4195,1.2928691935705066
0.42,1.1460827897381674
0.4205,1.0975012015891634
0.421,0.9159772019283554
0.4215,1.1009918552067923
0.422,0.91669337274585
0.4225,0.9847213460196517
0.423,0.9732867422778017
0.4235,0.7949664216730771
0.424,0.7487292470809037
0.4245,0.9540119323139208
0.425,1.1377881604768623
0.4255,1.2186059602354378
0.426,1.2983870356339888
0.4265,1.4484657108636805
0.427,1.4140123204238997
0.4275,1.2612937433725995
0.428,1.0542841022531924
0.4285,1.2046431057540294
0.429,1.0412899218857106
0.4295,1.1048615624501084
0.43,1.0517923422653115
0.4305,0.7804302793003967
0.431,0.900493218652389
0.4315,0.885428045805858
0.432,0.8897369302699285
0.4325,0.8986924123772413
0.433,0.8120556924347675
0.4335,1.2899275928542655
0.434,1.3405853452368623
0.4345,1.2628887162684803
0.435,1.3185344099507912
0.4355,1.3756440687289324
0.436,1.3461070400377295
0.4365,1.1565859746105263
0.437,1.2344356291696692
0.4375,0.9358705033476012
0.438,0.9741687328178886
0.4385,0.818489110528667
0.439,0.8624553853210628
0.4395,1.0286340380260097
0.44,1.038847621489912
0.4405,0.8706533506241049
0.441,0.8671324897330219
0.4415,1.0461252413662299
0.442,1.2681253307105238
0.4425,1.1873753253739763
0.443,1.3474279372843092
0.4435,1.540291037305871
0.444,1.2339041261462342
0.4445,1.18672300887088
0.445,1.1956902785978145
0.4455,1.1760379843839754
0.446,1.0507385146072818
0.4465,1.080069720181361
0.447,1.072605469167457
0.4475,1.131855027047619
0.448,0.8548905855409638
0.4485,0.8356709009246925
0.449,1.030017721874613
0.4495,0.9271456891053826
0.45,0.9970304664486737
0.4505,1.3018969466511288
0.451,1.4892876928545447
0.4515,1.4552606809871855
0.452,1.3817595011422779
0.4525,1.1784519662346602
0.453,1.2413833321302374
0.4535,1.3100101726414906
0.454,1.0224590876558575
0.4545,1.0869585545013738
0.455,1.0260905196171792
0.4555,0.927872383641204
0.456,0.9456494963891521
0.4565,0.9069306661141697
0.457,0.8980818008527747
0.4575,0.8182032193717061
0.458,0.8742540806509876
0.4585,1.2176851303765814
0.459,1.2782654674315226
0.4595,1.5965725136338804
0.46,1.6154274779664772
0.4605,1.5814004184213788
0.461,1.2140701417311313
0.4615,1.292413417512832
0.462,1.269213038147447
0.4625,1.2213565633856949
0.463,1.0734868499529406
0.4635,1.1834908643639577
0.464,0.9830279029440991
0.4645,0.9215558635899123
0.465,0.7103361905772918
0.4655,0.9428549187956394
0.466,0.9362491063579628
0.4665,1.146211497877418
0.467,1.2758753634141728
0.4675,1.3934667451669243
0.468,1.4319319483056514
0.4685,1.5074116712897043
0.469,1.3506591033162825
0.4695,1.1483009705444032
0.47,1.2835824060847465
0.4705,1.099258581367371
0.471,1.0133662728683153
0.4715,1.0028193636775289
0.472,1.0729307565191046
0.4725,0.9589582603707045
0.473,0.6872600108977525
0.4735,0.8345600195975718
0.474,1.0274309745641632
0.4745,0.9702771439025416
0.475,1.1463703053322325
0.4755,1.4147298180222212
0.476,1.4948828507876328
0.4765,1.5550985912843465
0.477,1.148075668290455
0.4775,1.530614680009905
0.478,1.3449311419163723
0.4785,1.467011587169247
0.479,1.1019045335856765
0.4795,0.96945027449003
0.48,1.1000172674432398
0.4805,1.004655042150623
0.481,1.0208646702512436
0.4815,1.0048243263605054
0.482,0.8808899486253357
0.4825,0.9267211720744035
0.483,1.1261183630415885
0.4835,1.2008921197426086
0.484,1.330021244814173
0.4845,1.5516988484536587
0.485,1.588278977197259
0.4855,1.5261319561729816
0.486,1.3267399653448702
0.4865,1.0570557260670723
0.487,1.202930301234207
0.4875,1.1054298629274733
0.488,1.1317330577075815
0.4885,1.0243149786140633
0.489,1.0168254758768556
0.4895,0.8408046905638544
0.49,0.7721013190432608
0.4905,1.0367661982934537
0.491,0.9015068199128125
0.4915,1.1360113246483283
0.492,1.3841208445974635
0.4925,1.5031682494014542
0.493,1.5524108224782291
0.4935,1.4955175549589277
0.494,1.4794829626577397
0.4945,1.4677174273531142
0.495,1.3058291888255356
0.4955,1.0331297190438196
0.496,1.1296792437855325
0.4965,1.2114686484888058
0.497,1.0187222540730236
0.4975,1.1675000139661036
0.498,0.931133064937953
0.4985,0.9184152418315265
0.499,1.0599875803477325
0.4995,1.0341661263477173
0.5,1.2176277035728007
0.5005,1.4374612323212144
0.501,1.3052597779590558
0.5015,1.4615798190656615
0.502,1.545464281783328
0.5025,1.4010706148140377
0.503,1.4653015337638002
0.5035,1.1005760228647299
0.504,1.0484672588048523
0.5045,1.260118697937048
0.505,1.2232537920672923
0.5055,1.050266385224335
0.506,1.0329568082005343
0.5065,1.009289794254381
0.507,0.8456876774281252
0.5075,0.9175773257165368
0.508,1.1303032579826506
0.5085,1.3544307338666441
0.509,1.2849317261145974
0.5095,1.4657081867701145
0.51,1.4754032741144618
0.5105,1.4970636570172904
0.511,1.380230701575719
0.5115,1.2539875737339043
0.512,1.3801510184671102
0.5125,1.1648463876427524
0.513,1.1530394538243727
0.5135,0.9698156115656713
0.514,0.9850744756980055
0.5145,1.0338722758472474
0.515,0.9697590041285884
0.5155,1.0119663444204274
0.516,1.0910787736906888
0.5165,1.3822464173175992
0.517,1.2513677361653
0.5175,1.287265649000823
0.518,1.4053253372795564
0.5185,1.4323033245149854
0.519,1.347069034448564
0.5195,1.377173809638175
0.52,1.4259700687849928
0.5205,1.4081705722420792
0.521,1.2702937135215635
0.5215,1.3932632757785883
0.522,1.0830715959697947
0.5225,0.8794857196340926
0.523,1.0799867774930039
0.5235,0.763217078305918
0.524,0.9091657727628236
0.5245,1.1415805489527233
0.525,1.2268438913200947
